City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Sioux Lookout,CA,50.1001,-91.917,24.87,86,100,12.66,overcast clouds
344,Ixtapa,MX,20.7,-105.2,72.63,78,0,3.44,clear sky
345,Mount Isa,AU,-20.7333,139.5,91.17,46,40,16.11,scattered clouds
346,San Juan,AR,-31.5375,-68.5364,81.36,26,75,4.38,broken clouds
347,Fortuna,US,40.5982,-124.1573,47.98,81,100,1.99,overcast clouds
348,San Carlos Del Zulia,VE,9.0,-71.9135,73.54,80,2,6.06,clear sky
349,Mehamn,NO,71.0357,27.8492,19.74,88,70,10.0,broken clouds
350,Itupiranga,BR,-5.1347,-49.3267,70.99,98,100,0.38,overcast clouds
351,Kalmar,SE,56.6616,16.3616,26.96,93,40,1.14,scattered clouds
352,Antofagasta,CL,-23.65,-70.4,65.48,83,9,3.06,clear sky
353,Tignere,CM,7.3667,12.65,58.5,22,77,1.81,broken clouds
354,Liverpool,GB,53.4106,-2.9779,48.67,94,100,11.01,overcast clouds
355,Mahebourg,MU,-20.4081,57.7,80.89,74,75,18.41,broken clouds
356,Klaksvik,FO,62.2266,-6.589,43.72,78,100,42.46,overcast clouds
357,Panna,IN,24.7167,80.2,61.41,43,0,3.69,clear sky
358,Quatre Cocos,MU,-20.2078,57.7625,80.71,78,100,22.48,light rain
359,Inirida,CO,3.8653,-67.9239,76.08,60,100,2.44,overcast clouds
360,Leningradskiy,RU,69.3833,178.4167,-17.3,95,54,9.46,broken clouds
361,Gonzales,US,30.2385,-90.9201,59.05,72,100,1.01,overcast clouds
362,Nome,US,64.5011,-165.4064,17.67,49,0,14.97,clear sky
363,Torrevieja,ES,37.9787,-0.6822,58.08,40,0,6.53,clear sky
364,Maniitsoq,GL,65.4167,-52.9,11.21,87,96,9.71,light snow
365,Abapo,BO,-18.8333,-63.4667,64.53,98,70,3.31,light rain
366,Visby,SE,57.6409,18.296,26.82,74,100,8.05,overcast clouds
367,Tuatapere,NZ,-46.1333,167.6833,76.51,45,100,2.46,moderate rain
368,Pitimbu,BR,-7.4706,-34.8086,77.59,77,35,9.44,scattered clouds
369,Wattegama,LK,6.7989,81.4808,80.28,60,44,7.2,scattered clouds
370,Isiro,CD,2.7739,27.616,64.78,55,75,2.75,broken clouds
371,Plettenberg Bay,ZA,-34.0527,23.3716,73.53,80,100,3.09,overcast clouds
372,Saint Anthony,US,45.0205,-93.218,29.28,77,0,5.01,clear sky
373,Atherton,GB,53.5237,-2.4935,48.27,93,100,11.01,overcast clouds
374,Marshall,US,34.3834,-86.3333,47.93,57,0,4.61,clear sky
375,Wanning,CN,18.8003,110.3967,71.98,89,94,4.63,overcast clouds
376,Mbeya,TZ,-8.9,33.45,58.55,98,100,2.59,overcast clouds
377,Bathsheba,BB,13.2167,-59.5167,77.61,83,40,12.66,scattered clouds
378,Kholmogory,RU,64.2229,41.656,17.71,98,100,4.74,light snow
379,Andijon,UZ,40.7821,72.3442,33.08,86,100,0.0,fog
380,Bithur,IN,26.6333,80.2833,48.29,63,0,4.32,clear sky
381,Bonavista,CA,48.6499,-53.1147,32.11,64,61,16.75,broken clouds
382,Pula,HR,44.8683,13.8481,45.46,80,0,3.44,clear sky
383,Mangrol,IN,21.1167,70.1167,69.17,81,0,9.04,clear sky
384,Witu,KE,-2.3889,40.4382,77.16,92,88,3.51,overcast clouds
385,Duncan,US,34.5023,-97.9578,59.38,59,100,17.27,overcast clouds
386,Sobolevo,RU,54.4299,31.8996,22.44,96,100,7.87,light snow
387,Chaiyaphum,TH,15.75,102.0,83.93,51,36,8.01,scattered clouds
388,Virginia Beach,US,36.8529,-75.978,40.01,78,0,1.99,clear sky
389,Tual,ID,-5.6667,132.75,83.7,73,100,20.45,overcast clouds
390,Sri Aman,MY,1.2376,111.4621,87.85,70,20,5.75,few clouds
391,Bandipur,NP,27.9333,84.4167,51.17,66,67,2.37,broken clouds
392,San Andres,CO,12.5847,-81.7006,80.62,74,20,10.36,few clouds
393,Sajanan,TN,37.0573,9.2426,52.07,77,91,32.53,overcast clouds
394,Magistralnyy,RU,56.1725,107.4458,-2.09,95,100,2.68,overcast clouds
395,Poyarkovo,RU,49.6,128.6833,1.27,87,15,8.41,few clouds
396,Mildura,AU,-34.2,142.15,83.07,36,75,12.66,broken clouds
397,Bilma,NE,18.6853,12.9164,50.94,25,0,4.12,clear sky
398,Praia,CV,14.9215,-23.5087,70.34,88,100,12.66,overcast clouds
399,Margate,GB,51.3813,1.3862,44.74,81,95,4.0,overcast clouds
400,Coihaique,CL,-45.5752,-72.0662,60.75,55,100,8.05,overcast clouds
401,Stornoway,GB,58.2093,-6.3865,49.03,83,100,15.01,overcast clouds
402,La Libertad,EC,-2.2333,-80.9,74.97,81,100,4.61,overcast clouds
403,Ciudad Bolivar,VE,8.1222,-63.5497,79.92,63,85,12.41,overcast clouds
404,Narsaq,GL,60.9167,-46.05,25.02,90,100,3.89,overcast clouds
405,Port Macquarie,AU,-31.4333,152.9167,87.89,64,5,10.29,clear sky
406,Key West,US,24.5557,-81.7826,66.2,66,0,9.22,clear sky
407,Maningrida,AU,-12.0667,134.2667,83.23,78,93,17.96,moderate rain
408,Latung,PH,5.5,120.8833,82.15,74,25,5.28,scattered clouds
409,Port Pirie,AU,-33.1833,138.0167,78.75,42,78,16.49,broken clouds
410,Ulefoss,NO,59.2838,9.2646,28.33,90,94,2.59,overcast clouds
411,Daugai,LT,54.3667,24.3333,25.83,96,95,8.77,overcast clouds
412,Nichinan,JP,31.6,131.3667,55.08,51,89,12.06,overcast clouds
413,Puerto Escondido,MX,15.85,-97.0667,81.43,69,40,12.66,scattered clouds
414,Yerbogachen,RU,61.2767,108.0108,-11.24,99,89,2.93,overcast clouds
415,Te Anau,NZ,-45.4167,167.7167,76.46,40,100,2.73,moderate rain
416,Vila Velha,BR,-20.3297,-40.2925,75.15,88,75,3.44,moderate rain
417,Portales,US,34.1862,-103.3344,45.28,25,29,15.97,scattered clouds
418,Svetlyy,RU,54.675,20.1347,32.05,61,99,14.47,overcast clouds
419,Teguise,ES,29.0605,-13.564,64.62,52,100,10.36,overcast clouds
420,Yellandu,IN,17.6,80.3333,69.87,38,6,1.21,clear sky
421,Corn Island,NI,12.1694,-83.0418,78.39,74,95,19.66,overcast clouds
422,Borzya,RU,50.3833,116.5167,-11.18,98,84,3.87,broken clouds
423,Savannah Bight,HN,16.45,-85.85,72.0,65,4,17.29,clear sky
424,Camopi,GF,3.1655,-52.3158,70.79,99,99,1.83,overcast clouds
425,Bequimao,BR,-2.4489,-44.7825,80.92,97,100,1.48,overcast clouds
426,Turochak,RU,52.2576,87.1224,15.84,95,100,0.69,overcast clouds
427,Saint-Pierre,RE,-21.3393,55.4781,80.24,73,75,12.66,broken clouds
428,Coulommiers,FR,48.8145,3.085,39.74,80,26,6.49,scattered clouds
429,Sinnamary,GF,5.3833,-52.95,75.87,89,100,8.77,overcast clouds
430,Isugod,PH,9.3408,118.1196,85.1,66,82,2.51,broken clouds
431,Binzhou,CN,37.3667,118.0167,31.55,30,0,6.58,clear sky
432,Victoria,HK,22.2855,114.1577,57.33,88,100,5.99,overcast clouds
433,Malanje,AO,-9.5402,16.341,62.74,99,100,3.53,overcast clouds
434,Alta Floresta,BR,-9.8756,-56.0861,70.54,97,100,1.45,overcast clouds
435,Chimbote,PE,-9.0853,-78.5783,69.98,84,79,4.99,broken clouds
436,San Jose,US,37.3394,-121.895,54.28,79,75,0.0,broken clouds
437,Guerrero Negro,MX,27.9769,-114.0611,60.93,74,7,10.2,clear sky
438,Batagay-Alyta,RU,67.8006,130.4114,-19.62,99,97,2.86,overcast clouds
439,Isetskoye,RU,56.4858,65.3226,-0.17,100,100,4.0,overcast clouds
440,Chicama,PE,-7.8447,-79.1469,64.94,74,42,3.91,scattered clouds
441,Charleville-Mezieres,FR,49.7667,4.7167,36.99,88,97,6.53,overcast clouds
442,Rauma,FI,61.1272,21.5113,6.84,96,46,6.4,scattered clouds
443,Kieta,PG,-6.2167,155.6333,84.63,70,100,7.87,overcast clouds
444,Fairbanks,US,64.8378,-147.7164,-16.4,73,0,0.0,clear sky
445,Lavrentiya,RU,65.5833,-171.0,-1.61,81,14,13.09,few clouds
446,Nizhniy Kuranakh,RU,58.8353,125.4869,-4.5,93,100,5.57,overcast clouds
447,Auki,SB,-8.7676,160.7034,85.48,68,76,5.73,broken clouds
448,Ivanivka,UA,46.7208,34.553,30.51,90,89,6.38,overcast clouds
449,Tambopata,PE,-12.7333,-69.1833,71.19,98,99,1.92,overcast clouds
450,Ketchikan,US,55.3422,-131.6461,35.58,100,100,0.0,overcast clouds
451,Leninskoye,KZ,41.7589,69.3864,30.13,41,37,3.33,scattered clouds
452,Sangar,RU,63.9242,127.4739,-30.78,97,84,2.89,broken clouds
453,Pimentel,PE,-6.8367,-79.9342,70.68,78,24,10.02,few clouds
454,San Rafael,AR,-34.6177,-68.3301,75.07,29,0,5.39,clear sky
455,Henties Bay,NA,-22.116,14.2845,68.86,80,100,8.52,overcast clouds
456,Cayenne,GF,4.9333,-52.3333,80.1,85,40,5.99,scattered clouds
457,Teacapan,MX,22.55,-105.75,66.13,68,0,8.52,clear sky
458,Kousseri,CM,12.0769,15.0306,59.77,16,0,10.96,clear sky
459,Kaohsiung,TW,22.6163,120.3133,73.35,65,75,4.0,broken clouds
460,Catabola,AO,-12.15,17.2833,57.4,91,99,3.09,overcast clouds
461,Nikolayevka,RU,53.1257,47.2041,32.79,95,100,16.33,overcast clouds
462,Atasu,KZ,48.6814,71.6433,-2.24,98,18,4.0,few clouds
463,Nanortalik,GL,60.1432,-45.2371,23.68,79,100,11.61,overcast clouds
464,Sakakah,SA,29.9697,40.2064,42.37,65,0,7.83,clear sky
465,Kondinskoye,RU,59.6481,67.41,-13.61,100,85,3.6,overcast clouds
466,Chai Nat,TH,15.1167,100.1,86.05,70,20,11.45,few clouds
467,Manggar,ID,-2.8833,108.2667,85.23,64,100,6.55,overcast clouds
468,Bahadurganj,IN,26.2667,87.8167,62.42,48,0,3.4,clear sky
469,La Palma,US,33.8464,-118.0467,61.61,85,75,1.01,broken clouds
470,Qaqortoq,GL,60.7167,-46.0333,25.3,80,100,14.63,overcast clouds
471,Den Helder,NL,52.9599,4.7593,43.07,82,100,17.0,overcast clouds
472,Kuytun,RU,54.3419,101.5036,-7.38,98,98,1.9,overcast clouds
473,Conceicao Da Barra,BR,-18.5933,-39.7322,76.86,91,100,8.81,overcast clouds
474,Chapleau,CA,47.8405,-83.4034,14.18,91,82,11.21,broken clouds
475,Yarim,YE,14.298,44.3779,48.9,83,11,1.66,few clouds
476,Shu,KZ,43.5983,73.7614,30.34,78,100,4.05,overcast clouds
477,Avera,US,33.194,-82.5271,44.47,55,20,5.17,few clouds
478,Bambous Virieux,MU,-20.3428,57.7575,81.21,74,75,18.41,light rain
479,Biltine,TD,14.5333,20.9167,55.71,21,0,12.53,clear sky
480,Komatipoort,ZA,-25.4332,31.9548,72.05,97,11,1.23,few clouds
481,Luanda,AO,-8.8368,13.2343,76.32,82,100,6.51,overcast clouds
482,De-Kastri,RU,51.4667,140.7833,8.35,87,100,16.55,overcast clouds
483,Lar,IN,26.2039,83.9717,57.69,67,0,5.79,clear sky
484,Tazovskiy,RU,67.4667,78.7,-0.02,98,100,5.99,overcast clouds
485,Tura,IN,25.5198,90.2201,62.51,51,74,5.48,broken clouds
486,Ukiah,US,39.1502,-123.2078,55.13,64,0,3.44,clear sky
487,Amarante Do Maranhao,BR,-5.5667,-46.7422,70.47,97,47,0.98,scattered clouds
488,Jaguaribe,BR,-5.8906,-38.6219,76.91,80,23,5.17,few clouds
489,Changji,CN,44.0167,87.3167,2.19,85,75,2.24,fog
490,Pitiquito,MX,30.7,-112.0833,61.38,22,57,5.99,broken clouds
491,Maku,IR,39.2911,44.4521,18.16,79,91,6.89,overcast clouds
492,Itarema,BR,-2.9248,-39.9167,78.44,76,74,10.71,broken clouds
493,Daan,CN,33.0558,106.2958,39.6,50,100,4.43,overcast clouds
494,Barraute,CA,48.4335,-77.6328,-0.13,95,22,5.23,few clouds
495,Harper,LR,4.375,-7.7169,77.68,85,88,3.09,overcast clouds
496,Marawi,PH,7.9986,124.2928,79.56,61,70,4.85,broken clouds
497,Nuuk,GL,64.1835,-51.7216,16.41,92,100,12.66,light snow
498,Oskemen,KZ,49.9565,82.6119,-7.08,83,75,2.24,mist
499,Russkiy Kameshkir,RU,52.8589,46.0892,31.15,90,100,17.09,overcast clouds
500,Kobelyaky,UA,49.1489,34.1965,23.07,93,53,8.86,broken clouds
501,Port Hardy,CA,50.6996,-127.4199,39.76,93,75,5.75,light intensity shower rain
502,Banjarmasin,ID,-3.3244,114.591,86.14,55,83,4.27,broken clouds
503,Gat,IL,31.61,34.7642,52.39,100,64,8.59,broken clouds
504,Imeni Poliny Osipenko,RU,52.4201,136.4853,2.77,91,95,3.38,overcast clouds
505,Sitka,US,57.0531,-135.33,35.49,80,100,3.44,overcast clouds
506,Saint-Leu,RE,-21.15,55.2833,79.63,76,99,15.66,overcast clouds
507,Kuloy,RU,61.0305,42.4925,11.8,96,98,6.26,overcast clouds
508,Montes Altos,BR,-5.8333,-47.0667,70.99,96,49,2.17,scattered clouds
509,Nampa,US,43.5407,-116.5635,31.64,73,40,0.0,scattered clouds
510,Atar,MR,20.5169,-13.0499,77.77,14,100,9.66,overcast clouds
511,Turayf,SA,31.6725,38.6637,34.05,93,0,4.61,clear sky
512,Abha,SA,18.2164,42.5053,51.62,87,0,9.22,clear sky
513,Mogadouro,PT,41.3403,-6.7119,34.79,87,0,4.0,clear sky
514,Isla Vista,US,34.4133,-119.861,56.82,77,0,3.44,mist
515,Boende,CD,-0.2167,20.8667,70.14,81,100,2.39,overcast clouds
516,Matara,LK,5.9485,80.5353,77.67,78,22,8.19,few clouds
517,Tocopilla,CL,-22.092,-70.1979,67.19,70,0,0.87,clear sky
518,Kruisfontein,ZA,-34.0033,24.7314,70.88,95,98,2.21,overcast clouds
519,Rio Grande,BR,-32.035,-52.0986,66.31,62,45,15.14,scattered clouds
520,Mitsamiouli,KM,-11.3847,43.2844,75.49,83,20,6.91,few clouds
521,Wajir,KE,1.7471,40.0573,73.8,76,99,11.72,overcast clouds
522,Altamira,BR,-3.2033,-52.2064,72.61,98,100,2.21,overcast clouds
523,Vanavara,RU,60.34,102.2797,-7.24,98,92,2.24,overcast clouds
524,Paris,FR,48.8534,2.3488,37.9,83,75,6.91,broken clouds
525,Hohhot,CN,40.8106,111.6522,12.49,37,0,2.24,clear sky
526,Yaan,NG,7.3833,8.5667,70.41,20,54,5.73,broken clouds
527,Medvedovskaya,RU,45.4531,39.0258,33.17,93,92,5.03,overcast clouds
528,Edd,ER,13.9297,41.6925,77.5,59,92,1.19,overcast clouds
529,Labuhan,ID,-6.8844,112.2051,83.59,72,97,7.47,overcast clouds
530,Saint-Augustin,CA,51.226,-58.6502,-1.61,98,45,6.04,scattered clouds
531,Jonava,LT,55.0833,24.2833,26.65,87,100,1.99,overcast clouds
532,Canals,ES,38.9625,-0.5844,54.72,46,1,3.0,clear sky
533,Hervey Bay,AU,-25.2986,152.8535,90.03,74,63,15.01,broken clouds
534,Manaure,CO,11.7751,-72.4445,76.42,83,0,14.12,clear sky
535,Ekhabi,RU,53.5102,142.9671,5.54,93,100,24.79,light snow
536,Jinka,ET,5.65,36.65,63.91,51,50,2.55,scattered clouds
537,Sur,OM,22.5667,59.5289,72.16,53,0,3.53,clear sky
538,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,61.14,65,1,7.05,clear sky
539,Jalu,LY,29.0331,21.5482,51.12,66,1,9.8,clear sky
540,Zhezkazgan,KZ,47.8043,67.7144,8.58,85,100,4.47,mist
541,Darhan,MN,49.4867,105.9228,-6.63,91,66,3.29,broken clouds
542,Balaka,MW,-14.9793,34.9558,66.79,97,6,0.49,clear sky
543,Morant Bay,JM,17.8815,-76.4093,76.62,84,28,13.58,scattered clouds
544,Mehran,IR,33.1222,46.1646,45.88,80,100,6.38,overcast clouds
545,Berlevag,NO,70.8578,29.0864,22.14,75,43,9.35,scattered clouds
546,Qiqihar,CN,47.3408,123.9672,6.8,73,10,7.94,clear sky
547,Khani,GE,41.9563,42.9566,29.77,85,100,5.19,overcast clouds
548,Sambava,MG,-14.2667,50.1667,76.14,86,100,7.96,overcast clouds
549,Maun,BW,-19.9833,23.4167,65.95,96,31,6.42,scattered clouds
550,Tsiroanomandidy,MG,-18.7667,46.0333,64.54,90,40,2.21,scattered clouds
551,Lindsay,US,36.203,-119.0882,52.0,80,0,0.0,clear sky
552,Kingaroy,AU,-26.5333,151.8333,89.67,39,100,5.01,light rain
553,Limoges,FR,45.75,1.3333,34.36,93,100,6.91,overcast clouds
554,Ampanihy,MG,-24.7,44.75,67.01,79,25,5.5,scattered clouds
555,Bretten,DE,49.0392,8.7028,39.52,78,100,14.23,overcast clouds
556,Homer,US,59.6425,-151.5483,26.04,82,0,4.61,clear sky
557,Astara,AZ,38.5,48.6667,32.7,52,100,9.06,overcast clouds
558,Belyy Yar,RU,53.6039,91.3903,-20.31,76,92,2.24,smoke
559,Kuvandyk,RU,51.4781,57.3552,12.04,100,87,4.61,overcast clouds
560,Lusambo,CD,-4.9667,23.45,67.86,97,99,0.67,overcast clouds
561,Robertson,US,36.5167,-86.8667,43.9,50,0,8.05,clear sky
562,Vila Franca Do Campo,PT,37.7167,-25.4333,58.19,77,67,13.53,broken clouds
563,Kuusamo,FI,65.9667,29.1833,-3.96,84,100,3.44,overcast clouds
564,Leh,IN,34.1667,77.5833,5.07,93,99,2.77,overcast clouds
565,Kosikha,RU,53.3617,84.5822,11.17,95,99,5.64,overcast clouds
566,Vaitape,PF,-16.5167,-151.75,81.21,73,7,19.17,light rain
567,Hovd,MN,48.0056,91.6419,-9.74,86,82,1.7,broken clouds
568,Marsh Harbour,BS,26.5412,-77.0636,65.1,55,0,12.68,clear sky
569,Arteaga,MX,18.4667,-102.4167,58.73,84,0,2.53,clear sky
570,Baruun-Urt,MN,46.6806,113.2792,-2.4,82,23,8.1,few clouds
571,Goderich,CA,43.7501,-81.7165,23.32,63,7,12.66,clear sky
572,Anori,BR,-3.7728,-61.6442,72.79,99,100,2.39,overcast clouds
573,Gallup,US,35.5281,-108.7426,38.01,33,0,1.01,clear sky
574,Aripuana,BR,-9.1667,-60.6333,70.9,98,100,1.77,overcast clouds
575,Kahului,US,20.8947,-156.47,78.82,69,40,6.91,scattered clouds
576,Arki,IN,31.15,76.9667,46.0,60,0,4.97,clear sky
577,Araouane,ML,18.9048,-3.5265,65.5,10,6,12.41,clear sky
578,Yook,PH,13.2261,121.964,80.42,76,94,7.11,overcast clouds
579,Santa Luzia,BR,-19.7697,-43.8514,68.9,94,0,2.3,clear sky
580,Kokopo,PG,-4.352,152.2633,83.16,72,100,10.25,light rain
581,Bogorodskoye,RU,56.55,37.8833,28.09,98,100,1.95,light snow
582,Bom Jesus,BR,-9.0744,-44.3586,75.38,72,49,1.72,scattered clouds
583,Norman Wells,CA,65.282,-126.8329,1.44,71,75,10.36,broken clouds
584,Fremont,US,37.5483,-121.9886,53.96,85,75,0.0,broken clouds
585,Belaya Gora,RU,68.5333,146.4167,-12.87,94,100,2.44,overcast clouds
586,Kavaratti,IN,10.5669,72.642,80.49,71,6,7.96,clear sky
587,Bambanglipuro,ID,-7.95,110.2833,76.6,69,89,6.22,overcast clouds
588,Ibb,YE,13.9667,44.1833,56.23,89,10,1.45,clear sky
589,Nashville,US,36.1659,-86.7844,44.22,55,0,4.0,clear sky
590,Iwanai,JP,42.9744,140.5089,30.27,61,99,12.48,overcast clouds
591,Morros,BR,-9.4467,-46.3003,75.51,72,82,2.86,moderate rain
592,Glinka,RU,54.6404,32.8781,19.74,97,97,3.8,overcast clouds
593,Scarborough,GB,54.2797,-0.4044,50.52,89,100,5.01,overcast clouds
594,Clyde River,CA,70.4692,-68.5914,-25.37,75,100,4.61,overcast clouds
595,Flagstaff,US,35.1981,-111.6513,44.11,37,0,1.01,clear sky
596,San Quintin,MX,30.4833,-115.95,57.65,78,72,9.48,broken clouds
597,Sarkand,KZ,45.41,79.9186,20.53,74,100,5.06,overcast clouds
598,Gamboula,CF,4.1178,15.1393,65.84,27,100,1.88,overcast clouds
599,Verkhnyaya Toyma,RU,62.2349,44.9985,8.37,94,94,7.23,overcast clouds
600,Giyon,ET,8.5333,37.9833,57.04,42,49,5.75,scattered clouds
601,Ponta Delgada,PT,37.7333,-25.6667,58.5,72,20,6.91,few clouds
602,Fuxin,CN,42.0156,121.6589,16.77,50,0,14.16,clear sky
603,Sungairaya,ID,0.7,108.9,85.48,65,92,3.24,overcast clouds
604,Yar-Sale,RU,66.8333,70.8333,-17.7,100,43,5.03,scattered clouds
605,Trelew,AR,-43.249,-65.3051,71.24,22,0,18.7,clear sky
606,Puerto Cabezas,NI,14.0351,-83.3888,70.86,82,3,6.62,clear sky
607,Cacapava Do Sul,BR,-30.5122,-53.4914,64.29,88,5,9.8,clear sky
608,Zakharovo,RU,54.366,39.2792,29.14,94,83,11.9,light snow
609,Buta,CD,2.7858,24.73,65.66,73,49,1.39,scattered clouds
610,Puerto Del Rosario,ES,28.5004,-13.8627,67.75,45,100,4.61,overcast clouds
611,Vila Do Maio,CV,15.1333,-23.2167,70.59,83,100,18.86,overcast clouds
612,Caravelas,BR,-17.7125,-39.2481,77.32,91,46,8.3,scattered clouds
613,Sembabule,UG,-0.0772,31.4567,65.21,68,100,1.88,overcast clouds
614,Ailigandi,PA,9.2333,-78.0167,77.27,82,10,11.3,clear sky
615,Djibo,BF,14.1022,-1.6306,66.34,17,25,10.13,scattered clouds
616,Palmer,US,42.1584,-72.3287,15.85,77,0,0.0,clear sky
617,Pingliang,CN,35.5392,106.6861,19.87,72,100,2.62,overcast clouds
618,Cuamba,MZ,-14.8031,36.5372,66.13,98,29,1.32,scattered clouds
619,Skaudvile,LT,55.4167,22.6167,25.47,95,83,6.35,light snow
620,Laguna,US,38.421,-121.4238,55.98,70,0,3.44,clear sky
621,Tekeli,KZ,44.83,78.8239,19.62,68,100,7.49,overcast clouds
622,Ozark,US,37.0209,-93.206,54.01,55,5,1.99,clear sky
623,Kirakira,SB,-10.4544,161.9205,83.53,77,85,5.53,overcast clouds
624,Cap Malheureux,MU,-19.9842,57.6142,81.46,69,99,5.01,overcast clouds
625,Yerkoy,TR,39.6381,34.4672,27.32,96,98,3.78,overcast clouds
626,South Sioux City,US,42.4739,-96.4136,49.95,30,0,8.99,clear sky
627,Callaway,US,30.153,-85.5699,53.01,88,0,4.61,clear sky
628,Horki,BY,54.2861,30.9842,21.6,95,99,9.55,light snow
629,Kedougou,SN,12.5579,-12.1743,77.58,29,0,4.61,clear sky
630,Zhigansk,RU,66.7697,123.3711,-28.43,97,92,6.71,overcast clouds
631,Ngama,TD,11.7833,17.1667,57.34,18,9,9.98,clear sky
632,Kohlu,PK,29.8962,69.252,48.76,33,0,5.46,clear sky
633,Puerto Asis,CO,0.5133,-76.5007,72.48,90,88,2.64,overcast clouds
634,Dawson Creek,CA,55.7666,-120.2362,-2.56,71,75,9.22,broken clouds
635,Rincon,US,32.296,-81.2354,48.85,75,0,0.0,clear sky
636,Barstow,US,34.8986,-117.0228,56.48,25,100,3.65,overcast clouds
637,Burnie,AU,-41.0667,145.9167,77.92,46,2,17.34,clear sky
638,Santa Rosa,PH,14.3122,121.1114,85.86,61,62,15.3,broken clouds
639,Qingquan,CN,30.4511,115.2559,44.33,74,88,3.42,overcast clouds
640,Uaua,BR,-9.8414,-39.4817,74.53,60,12,10.71,few clouds
641,Lodja,CD,-3.4833,23.4333,68.76,98,100,2.15,light rain
642,Mwingi,KE,-0.9344,38.0601,64.13,73,93,3.49,overcast clouds
643,Lagoa,PT,39.05,-27.9833,58.87,75,38,22.37,scattered clouds
644,Terrace Bay,CA,48.7834,-87.1,28.02,85,100,26.93,overcast clouds
645,Camana,PE,-16.6228,-72.7111,71.28,80,26,5.86,scattered clouds
646,Baker City,US,44.7749,-117.8344,27.82,80,40,4.61,scattered clouds
647,Beisfjord,NO,68.3751,17.5988,23.05,68,100,9.75,overcast clouds
648,Montebelluna,IT,45.778,12.0487,44.4,84,3,2.3,mist
649,Dzhebariki-Khaya,RU,62.2167,135.8,-22.04,95,97,1.19,overcast clouds
650,Kattivakkam,IN,13.2167,80.3167,77.09,88,55,0.96,broken clouds
651,Alibag,IN,18.6411,72.8792,71.58,42,0,6.91,clear sky
652,Ust-Tsilma,RU,65.441,52.1498,-5.48,100,91,3.2,overcast clouds
653,Gulu,UG,2.7746,32.299,67.71,71,88,3.78,overcast clouds
654,Mujiayingzi,CN,42.1167,118.7833,13.8,46,0,9.15,clear sky
655,Varhaug,NO,58.6147,5.6457,32.49,94,100,1.41,light snow
656,Gamba,GA,-2.65,10.0,76.57,89,91,3.0,overcast clouds
657,Methala,IN,10.2166,76.2166,78.8,69,26,3.31,scattered clouds
658,Horsham,GB,51.064,-0.3272,47.01,85,0,8.05,clear sky
659,Shieli,KZ,44.1667,66.75,23.68,80,4,3.78,clear sky
660,Ghorawal,IN,24.7667,82.7833,61.05,52,0,5.28,clear sky
661,Makurdi,NG,7.7411,8.5121,69.4,21,57,3.2,broken clouds
662,Vavoua,CI,7.3819,-6.4778,67.68,22,8,2.53,clear sky
663,Valentin Gomez Farias,MX,28.2167,-106.5833,52.29,27,18,6.98,few clouds
664,Chengde,CN,40.9725,117.9361,18.23,35,0,7.43,clear sky
665,Morehead,US,37.2711,-87.1764,37.94,68,47,7.36,scattered clouds
666,Paso De Carrasco,UY,-34.8603,-56.0522,66.34,52,20,6.91,few clouds
667,Hazleton,US,40.9584,-75.9746,16.81,70,0,0.0,clear sky
668,Mastic Beach,US,40.7668,-72.8521,24.98,60,0,8.01,clear sky
669,Natal,BR,-5.795,-35.2094,80.82,83,20,9.22,few clouds
670,Xacmaz,AZ,41.4635,48.806,37.09,79,36,10.92,scattered clouds
671,Hamilton,US,39.1834,-84.5333,34.79,73,100,1.01,overcast clouds
