City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
237,Talaya,RU,29/01/2022 03:01,61.3833,152.75,-5.42,94,100,6.13
238,Ibiruba,BR,29/01/2022 02:56,-28.6275,-53.0897,59.16,90,1,6.11
239,Hofn,IS,29/01/2022 03:01,64.2539,-15.2082,27.57,55,72,18.97
240,North Platte,US,29/01/2022 03:01,41.1239,-100.7654,35.26,47,0,1.99
241,Emba,KZ,29/01/2022 03:01,48.8264,58.1442,8.55,95,97,2.04
242,Zhezkazgan,KZ,29/01/2022 03:01,47.8043,67.7144,10.38,79,75,11.18
243,Cidreira,BR,29/01/2022 03:01,-30.1811,-50.2056,69.66,75,16,12.28
244,Jennings,US,29/01/2022 03:01,38.7192,-90.2604,20.14,64,0,1.01
245,Rusape,ZW,29/01/2022 03:01,-18.5278,32.1284,62.44,98,98,3.83
246,Morgan City,US,29/01/2022 03:01,29.6994,-91.2068,43,61,0,4.92
247,Margate,GB,29/01/2022 03:01,51.3813,1.3862,50.76,86,37,4
248,Berberati,CF,29/01/2022 03:01,4.2612,15.7922,65.46,31,74,1.97
249,Sao Filipe,CV,29/01/2022 03:01,14.8961,-24.4956,70.68,71,82,11.32
250,Ostrovnoy,RU,29/01/2022 02:56,68.0531,39.5131,13.69,92,99,9.01
251,Bengkulu,ID,29/01/2022 03:01,-3.8004,102.2655,81.46,72,100,0.6
252,Westport,US,29/01/2022 02:59,41.1415,-73.3579,31.28,92,100,1.01
253,Shahrud,IR,29/01/2022 03:01,36.4182,54.9763,29.28,83,11,0.89
254,Progreso,MX,29/01/2022 03:01,21.2833,-89.6667,73.11,71,96,23.47
255,Saldanha,ZA,29/01/2022 03:01,-33.0117,17.9442,61.61,82,0,12.77
256,Gravdal,NO,29/01/2022 03:01,68.1214,13.5031,28.71,66,100,23.29
257,Saint-Augustin,CA,29/01/2022 03:01,51.226,-58.6502,11.41,88,100,11.23
258,Nizhniy Tsasuchey,RU,29/01/2022 03:01,50.5167,115.1333,1.81,75,4,7.83
259,Marinette,US,29/01/2022 03:01,45.1,-87.6307,14.49,92,89,6.04
260,Tasiilaq,GL,29/01/2022 02:59,65.6145,-37.6368,5.72,68,54,6.31
261,Akdepe,TM,29/01/2022 03:01,42.0551,59.3788,26.6,83,6,7.74
262,Alakurtti,RU,29/01/2022 03:01,66.9672,30.3491,-1.37,100,88,1.95
263,Hammerfest,NO,29/01/2022 03:01,70.6634,23.6821,18.05,93,72,3.44
264,Evensk,RU,29/01/2022 03:01,61.95,159.2333,17.46,81,100,28.48
265,Fernie,CA,29/01/2022 02:59,49.5,-115.0687,18.57,98,77,2.71
266,Meadow Lake,US,29/01/2022 03:01,34.8014,-106.5436,38.68,48,0,3.98
267,Lavrentiya,RU,29/01/2022 03:01,65.5833,-171,-8.93,95,26,3.44
268,Nantucket,US,29/01/2022 03:01,41.2835,-70.0995,37.51,78,100,14.97
269,Razole,IN,29/01/2022 03:01,16.4833,81.8333,77.29,76,71,5.88
270,Te Anau,NZ,29/01/2022 03:01,-45.4167,167.7167,70.9,41,98,7.85
271,Saskylakh,RU,29/01/2022 03:02,71.9167,114.0833,-2.25,93,100,4.29
272,Pachino,IT,29/01/2022 03:02,36.7186,15.0907,41.04,74,66,7.27
273,Nioro,GM,29/01/2022 03:02,13.35,-15.75,69.39,38,70,6.17
274,Zhigansk,RU,29/01/2022 03:02,66.7697,123.3711,-8.19,96,98,19.89
275,General Roca,AR,29/01/2022 03:02,-39.0333,-67.5833,86.14,23,25,7.25
276,Kamaishi,JP,29/01/2022 03:02,39.2667,141.8833,35.98,47,51,14.74
277,Palauig,PH,29/01/2022 03:02,15.435,119.9045,83.1,70,70,3.58
278,Susehri,TR,29/01/2022 03:02,40.1644,38.0867,2.32,91,25,2.01
279,Bira,RU,29/01/2022 03:02,49,132.4667,2.79,66,20,3.06
280,Surt,LY,29/01/2022 03:02,31.2089,16.5887,53.17,55,2,13.35
281,Bilibino,RU,29/01/2022 03:02,68.0546,166.4372,-7.87,95,100,3.78
282,Seoni,IN,29/01/2022 03:02,22.0833,79.5333,56.73,34,0,5.1
283,Burnie,AU,29/01/2022 03:02,-41.0667,145.9167,71.94,78,84,6.2
284,Schladming,AT,29/01/2022 03:02,47.3929,13.687,29.48,98,95,5.03
285,Wukari,NG,29/01/2022 03:02,7.85,9.7833,75.72,22,97,11.25
286,Duncan,US,29/01/2022 02:58,34.5023,-97.9578,43.36,55,0,3.44
287,Mahibadhoo,MV,29/01/2022 03:02,3.7833,72.9667,81.03,64,69,14.88
288,Chardara,KZ,29/01/2022 03:02,41.2547,67.9692,40.53,63,100,19.13
289,Lebu,CL,29/01/2022 03:00,-37.6167,-73.65,58.1,92,3,4.03
290,Kulhudhuffushi,MV,29/01/2022 03:02,6.6221,73.07,81.59,70,62,19.55
291,Yulara,AU,29/01/2022 03:02,-25.2406,130.9889,89.44,37,62,17.27
292,Mecca,SA,29/01/2022 03:02,21.4267,39.8261,62.22,52,0,6.35
293,Vilaka,LV,29/01/2022 03:02,57.1846,27.6722,24.8,89,99,9.64
294,Takhatpur,IN,29/01/2022 03:02,22.15,81.8667,58.73,36,0,3.44
295,Kjopsvik,NO,29/01/2022 03:02,68.097,16.3742,27.18,78,91,12.17
296,Oktyabrskiy,RU,29/01/2022 03:02,54.4815,53.471,0.21,99,93,2.77
297,Batemans Bay,AU,29/01/2022 03:00,-35.7167,150.1833,82.98,79,100,4.32
298,Wilmington,US,29/01/2022 03:00,34.2257,-77.9447,41.99,62,100,6.42
299,Boguchany,RU,29/01/2022 03:02,58.3814,97.4531,-4.54,100,99,2.64
300,Washington,US,29/01/2022 03:01,47.5001,-120.5015,28.58,78,100,1.3
301,Aksu,CN,29/01/2022 03:02,41.1231,80.2644,24.26,46,90,2.98
302,Luang Prabang,LA,29/01/2022 03:02,19.8856,102.1347,78.33,47,69,1.23
303,Anloga,GH,29/01/2022 03:02,5.7947,0.8973,79.12,78,20,1.39
304,Kapustin Yar,RU,29/01/2022 03:02,48.5831,45.7372,18.32,96,79,8.95
305,Nanortalik,GL,29/01/2022 03:02,60.1432,-45.2371,27.36,77,100,13.02
306,Itarema,BR,29/01/2022 03:02,-2.9248,-39.9167,73.9,81,100,4.97
