City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
607,Cacapava Do Sul,BR,64.29,clear sky,-30.5122,-53.4914,Hotel Portal
609,Buta,CD,65.66,scattered clouds,2.7858,24.73,HOTEL BISO NA BISO
610,Puerto Del Rosario,ES,67.75,overcast clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
611,Vila Do Maio,CV,70.59,overcast clouds,15.1333,-23.2167,Hotel Marilu
612,Caravelas,BR,77.32,scattered clouds,-17.7125,-39.2481,Pousada dos Navegantes
613,Sembabule,UG,65.21,overcast clouds,-0.0772,31.4567,Rainbow Motel ( Sembabule )
614,Ailigandi,PA,77.27,clear sky,9.2333,-78.0167,Akwa Reef Lodge
615,Djibo,BF,66.34,scattered clouds,14.1022,-1.6306,Centre Des Ressources DPENA
618,Cuamba,MZ,66.13,scattered clouds,-14.8031,36.5372,Hotel Vision
620,Laguna,US,55.98,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
622,Ozark,US,54.01,clear sky,37.0209,-93.206,Days Inn by Wyndham Ozark Springfield
623,Kirakira,SB,83.53,overcast clouds,-10.4544,161.9205,SanBiz Lodge
624,Cap Malheureux,MU,81.46,overcast clouds,-19.9842,57.6142,Pereybere Hotel & Spa
627,Callaway,US,53.01,clear sky,30.153,-85.5699,"Holiday Inn Express & Suites Panama City-Tyndall, an IHG Hotel"
629,Kedougou,SN,77.58,clear sky,12.5579,-12.1743,Relais de Kédougou
633,Puerto Asis,CO,72.48,overcast clouds,0.5133,-76.5007,Ayawaska Hostal
636,Barstow,US,56.48,overcast clouds,34.8986,-117.0228,"Motel 6 Barstow, CA"
637,Burnie,AU,77.92,clear sky,-41.0667,145.9167,Beachfront Voyager Motor Inn
638,Santa Rosa,PH,85.86,broken clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
640,Uaua,BR,74.53,few clouds,-9.8414,-39.4817,Hotel Uauá
642,Mwingi,KE,64.13,overcast clouds,-0.9344,38.0601,Thorn Tree by The Address
643,Lagoa,PT,58.87,scattered clouds,39.05,-27.9833,Casa Das Faias
645,Camana,PE,71.28,scattered clouds,-16.6228,-72.7111,Hostal Morales
650,Kattivakkam,IN,77.09,broken clouds,13.2167,80.3167,Euronova Freezer
651,Alibag,IN,71.58,clear sky,18.6411,72.8792,"Radisson Blu Resort & Spa - Alibaug, India"
653,Gulu,UG,67.71,overcast clouds,2.7746,32.299,ACHOLI INN
657,Methala,IN,78.8,scattered clouds,10.2166,76.2166,Style Homes Holiday Inn
660,Ghorawal,IN,61.05,clear sky,24.7667,82.7833,Abbas Ujjwal Tent House
661,Makurdi,NG,69.4,broken clouds,7.7411,8.5121,Doo Palace Hotel
662,Vavoua,CI,67.68,clear sky,7.3819,-6.4778,Hotel Le Peuple
666,Paso De Carrasco,UY,66.34,few clouds,-34.8603,-56.0522,Hotel Sofitel Montevideo Casino Carrasco and Spa
669,Natal,BR,80.82,few clouds,-5.795,-35.2094,Villa Park Hotel | Natal
